Conf,CNo.,ION,CION,SOL,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13
398, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
398, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
398, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 0, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
399, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
399, 9, 12, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0
399, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
399, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
400, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
400, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
400, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
400, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
400, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
400, 5, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
400, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
400, 7, 12, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0
400, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
400, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
400, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 0, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
401, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
401, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
401, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
401, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 0, 12, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0
402, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
402, 9, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
402, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
402, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
403, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
403, 9, 12, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0
403, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
403, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
404, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 8, 12, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0
404, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
404, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
404, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 0, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
405, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 8, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
405, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
405, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
405, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 0, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
406, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
406, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
406, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
406, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
407, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
407, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
407, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
407, 3, 324, 0, 0, 0, 324, 0, 4, 0, 0, 0, 0, 0, 0, 0
407, 4, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
407, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
407, 6, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
407, 7, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
407, 8, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
407, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
408, 0, 12, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 0, 0
408, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
408, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
408, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
408, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
408, 5, 108, 0, 0, 0, 109, 2, 0, 0, 0, 0, 0, 0, 0, 0
408, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
408, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
408, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
408, 9, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0
408, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
408, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
409, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 8, 12, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0
409, 9, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
409, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
409, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
410, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
410, 9, 12, 0, 0, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0
410, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
410, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
411, 0, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
411, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
411, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
411, 3, 216, 0, 0, 0, 216, 0, 2, 0, 0, 0, 0, 0, 0, 0
411, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
411, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
411, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
411, 7, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
411, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
411, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
411, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
412, 0, 12, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0
412, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
412, 2, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
412, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
412, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
412, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
412, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
412, 7, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
412, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
412, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
412, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 0, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
413, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 8, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
413, 9, 12, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0
413, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
413, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 0, 12, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 0, 0
414, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 8, 12, 0, 0, 0, 2, 0, 3, 0, 1, 0, 0, 0, 0, 0
414, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
414, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
414, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 0, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
415, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
415, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
415, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
415, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 0, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
416, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 8, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
416, 9, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
416, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
416, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
417, 0, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
417, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
417, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
417, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
417, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
417, 5, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
417, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
417, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
417, 8, 12, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0
417, 9, 24, 0, 0, 0, 8, 0, 6, 0, 0, 0, 0, 0, 0, 0
417, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 0, 12, 0, 0, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0
418, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
418, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
418, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
418, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
419, 0, 12, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0
419, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
419, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
419, 3, 216, 0, 0, 0, 216, 0, 2, 0, 0, 0, 0, 0, 0, 0
419, 4, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
419, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
419, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
419, 7, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
419, 8, 12, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 0, 0
419, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
419, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
420, 0, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
420, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
420, 2, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
420, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
420, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
420, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
420, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
420, 7, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
420, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
420, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
420, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
421, 0, 24, 0, 0, 0, 8, 0, 5, 0, 0, 0, 0, 0, 0, 0
421, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
421, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
421, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
421, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
421, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
421, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
421, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
421, 8, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
421, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
421, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
422, 0, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
422, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
422, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
422, 3, 216, 0, 0, 0, 216, 2, 1, 0, 0, 0, 0, 0, 0, 0
422, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
422, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
422, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
422, 7, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
422, 8, 12, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0
422, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
422, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
423, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
423, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
423, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
423, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
423, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
423, 5, 108, 0, 0, 0, 108, 0, 2, 0, 0, 0, 0, 0, 0, 0
423, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
423, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
423, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
423, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
423, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
423, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
424, 0, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
424, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
424, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
